category,drama,name,image,stars,director,wishNum,score,version,scoreNum,duration,id,releaseTime
喜剧,在一个远离京城的幽静田野，胡子拉碴的保长欢哥（古天乐 饰）慵懒倦怠，过着百无聊赖的生活。他的老婆红姐（吴君如 饰）经营一家包子铺，厨艺上佳，持家有道。夫妻俩看似讷言平庸，胸无大志，却很少有人知道他们曾经有着怎样的传奇经历。遥想当年，京城出了两个名震江湖的侠客炯炯侠和香香侠，他们济弱扶贫，惩恶扬善。两个大侠互相较劲，狭路相逢，却由此一见钟情，携手归隐江湖。他们隐藏着自己的一身武功和令人惊叹的超能力，决心安顿下来买间房子再生个孩子。谁曾想事与愿违，夫妇俩始终没有孩子令他们颇为烦恼，而就在此时一场武林大会突然在小山村召开，他们沉静的生活被彻底打破……,神奇侠侣,http://p0.meituan.net/w.h/movie/5e0403479e998ca9b214cda3b94dce78161737.jpg,古天乐，吴君如，文章，杜汶泽，李沁，王柏杰，李菁，何云伟，大张伟，王文博，张爱钦，梁龙，姚澜，吴泽琨，王利波，蒋宁湛，杨德毅，杜宁，徐擘，黄小兰，吴晶，刘思博，王东方，陈中泰，张长江，沈丹妮，房夕婷，谷德昭，冯勉恒，刘允贤，陈迪凯，胡大为，石小麟，谭家强，周波，吴迪，兰心，胡杰，蔡东晓，耿永刚，龙扬扬，肖如飞，郭小安，周佳楠，商天娥，曾华倩，江美仪，詹瑞文，谭炳文，有耳非文，温超，刘浩龙，郑中基，八两金，常进,谷德昭,125,6.90000009537,2D,378,100,200,2011-02-03
动作,武术青年陈星，自学李小龙截拳道功夫20多年，却始终无法参透李小龙截拳道的真正内涵。于是，他不顾父亲的反对，孤身一人来到大都市，报名参加截拳道大赛，想借机探寻截拳道的真谛。几经挣扎、险象环生，陈星终于突破层层圈套、黑幕战胜了对手，并在李小龙生前弟子的点拨下，无处了李小龙截拳道的真正意义。,截拳道,http://p1.meituan.net/w.h/movie/70ac7f31998b028fd47beec5e3a4de1c139705.jpg,陈天星，梁小龙，刘梓妍，林威，黄习恒，午马，麦德罗,Null,0,7,2D,2,90,248107,2010-11-27
"喜剧,动作,犯罪",养尊处优的布里特·瑞德（塞斯·罗根 饰）在父亲忽然离世之后，不得不开始经营庞大的报业集团。然而父亲的员工加藤（周杰伦 饰）出现，却让布里特的生活发生了彻底的改变。加藤不仅能磨制出美味的咖啡，而且还是空手道大师，更令人称奇的是，他是一名出色的机械师。加藤制造了一部无坚不摧的战车“黑美人”，自此，俩人驾驶着“黑美人”打着“青蜂侠”的名号，开始在夜幕下的洛杉矶打击各种犯罪。“青蜂侠”的名号大震，报业集团也因大幅报道各种“青蜂侠”的消息而发行量大增。可是，为了争得美女秘书丽诺尔（卡梅隆·迪亚茨 饰）青睐，两个男人之间产生心结并最终决裂。“青蜂侠”的行动威胁到了洛杉矶黑道大哥查德诺夫斯基的势力，他决定不借任何代价铲除“青蜂侠”。危机重重之际，布里特父亲意外身亡的真相也逐渐浮出水面，布里特与加藤能否再度联手惩治邪恶，让人充满期待……,青蜂侠,http://p0.meituan.net/w.h/movie/26/216038.jpg,塞斯·罗根，周杰伦，卡梅隆·迪亚茨，汤姆·威尔金森，克里斯托弗·瓦尔兹，大卫·哈伯，爱德华·詹姆斯·奥莫斯，杰米·哈里斯，查德·科尔曼，爱德华·福隆，Jill Remez，Joe O'Connor，Morgan Rusler，Joshua Erenberg，安娜蕾·提普顿，泰勒·科尔，Robert Clotworthy，Jamison Yang，Michael Holden，Irene White，Gary Davis，Billy Mayo，Brandon Rudat，Beverly Brooks，Lu Parker，Diane Mizota，Theodore Bressman，Dave Rickley，Dina Mamedova，乔治·费舍，Daniel Arrias，埃迪·佩雷斯，Bryan Thompson，鲁本·兰登，Ameer Alexander，Alexandra Lord，Christy Petersen，Frederick C. Ruiz，Keith Adams，Dennis Keiffer，Travon Magee，Dave Powledge，杰瑞·特林伯，Zoli Dora，Hunter James Mckeever，Les Mumphrey，Brandon Rush，Austin Michael Coleman，詹姆斯·弗兰科，Thayr Harris，Don Kress，马克西米连·劳，Deborah Rombaut，Sarah Skeeters，Bart Baggett，Giovanni V. Giusti，Kiralee Hayashi，Ashlyn Miyasaki，Michael A. Templeton，Tanner Gill,米歇尔·冈瑞,10,7.40000009537,2D/3D/IMAX 3D,123,119,415,2011-02-08
Null,这是一个发生在普普通通的天井院内的故事。单身男人田玉敏带着8岁的女儿妞妞生活，女儿不知父母已经离婚，以为妈妈远在美国。为了不使女儿受到伤害，田玉敏求助于同事耿梅。不料，一个电话被妞妞识破，田玉敏和耿梅无奈之中只好假扮夫妻，由此产生一连串的笑料……天井院早日一派热闹，如今由于搬迁，只剩下寥寥几户。李爷爷就住在田家对门，是妞妞最亲近的邻居。在这个寂静的天井院中，中年人整日在外忙碌，最孤独的就是80岁的爷爷和8岁的妞妞……但人间的真爱是生活的永恒，每一个人的真爱，为天井院洒满阳光……这是一部充分展示都市普通人喜怒哀乐的电影，是一部关爱普通人的电影，是一部令人感动的电影。影片汇集普通人的点点滴滴，凝聚成一幅色彩斑斓的画卷，温馨，感人，喜兴……影片由中国电影集团公司全额投资，2003年岁末倾力打造，实力派演员江珊、朱旭、陈建斌担任剧中主要角色，十四位当红的各路明星大腕友情客串。,阳光天井,http://p0.meituan.net/w.h/movie/86/9369192.jpg,陈建斌，江珊,黄宏,0,7.40000009537,2D,0,0,37781,2004-02-01
"爱情,奇幻",世外桃源“芳香之城”的公主苏凌芳（朱茵 饰）在城堡毁灭之前，被堡主放进小船顺水漂流，为教堂的神父所救并收养。身有奇异芳香的苏凌芳虽先天失语，但有着能用一个啊字感动世人的天籁之音。时间的残酷带走了神父，也随之埋葬了她谜一般的身世，独自生活的哑女无意间救下了父亲倒台躲避仇人追杀的80后富少蒋少君（扎西顿珠 饰）。身受重伤的蒋少君，在养伤期间爱上了这个不谙世事的女孩，许诺一生一世保护她。但久居世外的生活让他怀念起以往纸醉金迷的城市生活。一次和老欧（张达明 饰）无意的电话联系暴露了他的行踪，再次被仇家抓住囚禁起来。苏凌芳为了寻找到蒋少君，只身来到这个她未曾接触过的现实世界，几经破折终于和爱人在一起。起初想要利用苏凌芳天籁之音在娱乐圈东山再起的蒋少君，终于在真爱的洗礼下得到了灵魂的救赎，用着自己的方式保护着他所爱的这个女孩。,芳香之城传奇,http://p0.meituan.net/w.h/movie/15b0a0ef9cfe9e5cab91958621f385e7102354.jpg,景岗山，朱茵，扎西顿珠，李子雄，张达明，张璇，董立范，何洋，宗庸卓玛,"陈明新,徐超",0,7,2D,2,101,246927,2011-02-22
剧情,张先生输了官司，可并不服气，他觉得生产自己开发的产品没有一点错误，法律判他侵权是不公正的……高中汉被生产伪劣产品的厂商骗了，本以为揣着良心上法庭就能胜诉，在遭到无情的败诉后，一念之差居然走上了绝路……林万成的老字号商标十年前被别人抢注了，今天反而被对方告上了法庭，而且那浸着数代人心血的商标，注定不属于自己了！无法面对的现实，让他失去了理智……还有一个白发苍苍的陈老太太，不依不饶地非要找她信服的宋法官，要为53年前的冤案平反……如果仅仅是居中裁判，如果仅仅做到公平公正，那张先生也许就会从此失去对法律的信念，高中汉也会成为社会的一个悲哀，林万成的百年老厂就会被商品社会的大潮冲垮，那个陈老太太也注定会带着她的终生遗憾走完她坎坷的人生路程……在现代中国与传统中国遭遇的时代的十字路口，在一个法治传统相对薄弱、老百姓的法律信仰也同样薄弱的社会里，一个合格的法官所能够做到的，是不是仅仅是这些？这是这一代法官无法回避的考题。宋鱼水想了更多，也做了更多，作为新一代优秀法官的代表，她和她的同事们用自己的成功的审判实践作了可贵的探索，在最大限度地支持合法东西的同时，尽最大的努力去化解矛盾，因为这符合当事人的利益，也符合社会的利益。于是我们看到……宋鱼水一次又一次不厌其烦地给张先生打电话，试图能让他理解判决的各种法律依据和道理，最终让张先生明白法律的意义，从最终的不服上诉，到放弃上诉，再到最后重新提起上诉的过程，实际上是张先生从对法律的无知不解，升华到对法律成熟思考的过程。高中汉在判决后不服，没有上诉却选择了自杀，酿成了悲剧，而宋鱼水和同事李聪却坚持不懈地关注高中汉，真诚和清理让高中汉渐渐明白了很多，最终在高中汉悔恨的泪中，我们渐渐看到普通老百姓对法律的信仰和希望。林万成最终拒绝了宋鱼水耐心的调解，却挡不住全厂职工对理性和法律认知的大潮，年轻的一代走上领导岗位，接受了法庭的调解，最终使这个濒临倒闭的百年老厂看到了新的生机。陈老太太是最幸福的，她和宋鱼水甚至成了忘年交，最终她把憋在心底半个世纪的委屈一吐为快，走向了平和幸福的晚年。当然，对新事物的探索是要付出代价的，同事李聪就因为高中汉案件的悲剧结局险被送上法庭，又引发出对中国法律进程的更深刻的思考……,真水无香,http://p0.meituan.net/w.h/movie/94/9886060.jpg,Null,Null,0,5.5,Null,0,0,32183,1970-01-01
动作,在一连串的自然灾害和经济崩溃之后，世界变得混乱和无序，军阀们用暴力行使他们的权力。城市的废墟中挤满了被抢劫一空的孤儿。博斯克是一个军阀，冷血无情，沉迷于用武术来完美他的力量。博斯克和他的好色同伴克雷奥杀死了大师撒齐，抢走了一本关于武术的圣书。琼恩是撒齐的弟子，得到师傅的关爱和所有真传，在他躲过了博斯克的黑手后，决定回到城市，找博斯克了结。在他的朋友们的帮助下，他们决心要结束博斯克的统治。然而不幸的是，琼恩的朋友马尔他因为妒忌，而出卖了他们。经过种种磨难后，他们终于战胜了博斯克，为黑暗的时代带来了一丝曙光。,终极挑战,http://p0.meituan.net/w.h/movie/70/4147166.jpg,迈克·穆勒，Esther Schweins，Sinta Weisz，Wolfgang Stegemann，Kristina Papadopoulou，Zora Holtfreter，Ygal Gleim，Ferdinand Fischer，Bela B. Felsenheimer，The Anh Ngo，Ron Matz，克里斯蒂安·蒙兹，沃尔克曼·兹西斯彻，Jonathan Dreusch，Gregor Eichhorn，马丁·高尔斯，Katharina Westphal，Stefan Volovinis，Alexis Volovinis，Dai Chieu Tran，Eberhard Schöttle，Alexander Scheffel，Jean-Christophe Ritter，Vivien Pia Nowak，Ngoc-Thach Nguyen，Max Luz，马迪斯·兰德维尔,Null,2,4.19999980927,2D,1,102,29416,2007-11-30
"动画,悬疑",一年一度的七夕即将到来，东京、神奈、静冈、长野等地却接连发生六起连环杀人案，被害者身边皆留下麻将牌中的七筒和奇怪暗示。由于作案范围过大，各地警署探员纷纷聚到东京警署的专案组共同研究案情，毛利小五郎也被邀请参加，柯南则偷偷听取了会议的内容。会后，柯南无意中听到群马县警部山村操哼唱的童谣，继而发现有黑衣组织的成员混进警察中间。在一次围捕行动中，柯南遇到假扮人质的Vermouth，得知近期一连串的杀人案件与存有组织内部人员资料的记忆卡有关。与此同时，潜入警察内部的间谍偷偷盗取工藤新一和柯南的指纹，新一的身份眼看被拆穿，巨大的危险正向他和身边的人急速袭来……,名侦探柯南：漆黑的追踪者,http://p0.meituan.net/w.h/movie/74/961163.jpg,高山南，山崎和佳奈，神谷明，林原惠美，Yukitoshi Hori，井上喜久子，木下浩之，立木文彦，山口胜平，汤屋敦子，置鲇龙太郎,山本泰一郎,70,8.10000038147,2D,126,107,874,2010-01-14
"剧情,爱情",本片分三个章节，分别展现了杨峥（李亚鹏 饰）与文慧（徐静蕾 饰）在12年后的别样生活。第一章：杨峥与文慧在北京结婚多年，虽然物质生活已经让杨峥兑现了对文慧的承诺，但是精神方面却渐行渐远。终于在一次聚会后，杨峥第一次离家出走……第二章：大家在上海组织同学聚会，主办者分别邀请了汽车修理工杨峥和售货员文慧。前者正在与前妻闹离婚，而后者也是单独抚养一对双胞胎儿子。在聚会上，他们在同学们的怂恿下，又一次走进了对方……第三章：深夜里，杨峥接到了文慧的越洋电话。她在电话里哭着唱生日歌，令杨峥下定决心来法国找他。然而，在波尔多车站，杨峥才赫然发现文慧来接的不是自己，而是一个年轻的女孩，他们在葡萄庄园里享受美酒，但是杨峥却逐渐发现了文慧痛苦的根源……,将爱情进行到底,http://p0.meituan.net/w.h/movie/95/215027.jpg,李亚鹏，徐静蕾，王学兵，杜汶泽，程伊，岳小军，宁浩，赵薇，徐冬冬，何洁，崔达治，冯砾，大象，刘寅芠，黄玉春，李沐尧，李沐加，刘沐杨，陈明，冯璤，王芸，曹卫宇，冯鹏，赵达,张一白,21,6.80000019073,2D,112,103,217,2011-02-12
"剧情,悬疑,惊悚",美国游客Frank独身远赴欧洲一心治疗情伤，却在火车上邂逅了背景神秘的性感女子Elise，正当Frank陶醉在二人世界之际，危机却渐渐迫近，自巴黎开始被追踪监视，来到威尼斯更惹来各方人马追杀……随着Elise的真正身份揭开，Frank 才惊觉自己卷入了一场精心布局的危险游戏！,致命伴旅,http://p0.meituan.net/w.h/movie/951bfd75fe88d71aa2a09b2602ca4395106997.jpg,Null,Null,2,6.30000019073,2D,88,105,57020,2011-02-13
"剧情,爱情",约会类电视节目《我们约会吧》收视率一路走低，眼看面临停播，制片人盛蓉（刘威葳 饰）决定孤注一掷，邀请话题人物参与节目录制以求翻身。珍妮（李菲儿 饰）调入《我们约会吧》，新人气盛接下了盛蓉的任务——邀请频频在八卦杂志亮相的富二代陆嘉森（王柏杰 饰）担任嘉宾。另一方面，珍妮的表姐顾迦（吴辰君 饰）痴守音乐人高梵（丹尼斯·吴 饰）十年，最近迫于家庭压力只得与各色人物相亲。盛蓉节目组的编导简晨为了歌手女友莎莎（曹苑 饰）事业发展，选择对外隐瞒了他们的恋情。新一期可能也是最后一期的《我们约会吧》将在情人节开始录制，围绕着剧组的几对年青人各自在思考真爱的意义……,我们约会吧,http://p0.meituan.net/w.h/movie/84/7920755.jpg,吴辰君，李菲儿，刘威葳，王柏杰，何炅,Null,16,4.30000019073,2D,10,100,65631,2011-02-13
爱情,柳华当了四年城市兵，今年退伍回乡。因为她当的是消防兵，原本是安排在县消防局工作，端的是铁饭碗。但她坚决要求回乡务农。对于她的归来，远山村的年轻人真是像旱天盼望雨水，雪天盼望火炉，那真是叫望眼欲穿啊！村里还有俩个人特别期盼柳华回来。一个是柳华的养父长寿。柳华自幼父母双亡，是长寿把她当自己的亲生女儿，将她抚养成人。还有一个是长寿的儿子、柳华的未婚夫赵家贵。边远山区一个小村庄——远山村，原来是一非常贫困的地方。但在青年村长赵家贵担任村长的几年间，一年一个样，变成全省闻名的富裕之村，又上广播又上报，电视上还播了，只不过是因为接收信号不好，远山村的村民都没看见。赵家贵很得意也很自信，准备在新的一年更上一层楼，达到年均人收入一万元。为此，他把计算器天天放在口袋里，每天都在精打细算，如何在少花钱甚至不花钱的基础上，让村民的口袋鼓起来。但是，远山村的年轻人对家贵并不买账，甚至还有相当的抵触情绪。只是碍于家贵“村长”的权威而敢怒不敢言。因此，年轻人对于柳华的归来抱有相当大的期待……,女兵还乡,http://p0.meituan.net/w.h/movie/3/4218682.jpg,Null,Null,0,0,Null,0,90,70285,2011-04-01
"喜剧,犯罪","剧情简介：  傍晚时分，133号大街发生一起谋杀案，一对老夫妇正在家中看电视却发现房顶上渗漏大片血迹。楼上的住户被人暗杀，却没有留下任何线索，神探杰瑞接手这个案件，惊奇发现死者竟然是两天前才被无罪释放的偷天大盗萨米。 萨米的死导致被盗的联邦银行的黄金不知下落，FBI联手杰瑞一起调查这件案子，杰瑞的新搭档戴克尔是一个擅长伪装术的搞笑家伙。戴克尔非常崇拜杰瑞，但是杰瑞对这个荒诞的搭档却一点也没好感。他们查到萨米在死前曾经给一个夜总会打过电话，杰瑞一行人乔装改扮潜入夜总会查找线索。杰瑞在夜总会遇见舞女克里斯塔洛，经过克里斯塔洛的介绍，夜总会老板安排他干起送快递的工作。搭档戴克尔看见杰瑞半天没有音信打电话申请支援，杰瑞拿着一份文件来到休斯顿街，却发现自己的老搭档坠楼而亡，当他打开文件夹却发现自己要送的快递竟然是一份指证自己有罪的假档案，有人幕后操纵设下圈套把谋杀萨米的罪名栽赃于他。就在这时戴克尔赶到这里，却看见杰瑞拿着枪，他的老搭档死在楼下。所有现场的证据都指向杰瑞。 随着案件升级，国际事务组的头目昔日与杰瑞一起侦查萨米盗窃案的扎那克负责这件案子，并下令全面搜查杀人犯杰瑞的下落。杰瑞跟踪克里斯塔洛来到酒店，看见当天夜总会的那四个人。杰瑞决定邀请戴克尔帮助他混进酒店查找线索。戴克尔伪装成日本马戏团表演者把杰瑞藏在行李箱入住酒店。在酒店里他们发现这一行人执行一项代号“宝贝简”的任务，杰瑞跟踪他们企图找到栽赃自己的幕后指使人。而与此同时扎那克追踪杰瑞来到酒店。 一边是联邦调查局的追踪杀人犯杰瑞，一边是杰瑞为了调查嫁祸自己的幕后真凶，另一边是犯罪团伙实施不可告人的“宝贝简”计划。三路人马你追我躲，一场猫鼠游戏由此展开。克里斯塔洛在与内部人起了纷争之后从而和杰瑞达成协议，自己帮助杰瑞找到幕后真凶，而杰瑞帮助他索取本该属于她的那份钱财。按照原计划，犯罪团伙要解除炸弹才能安全找到那笔钱财，而能够完成这项任务的除了克里斯塔洛只有瓦斯利才能办到，戴克尔伪装成瓦斯利混入犯罪团伙之中，成功拆除炸弹之后，他们找到了埋藏金条的地方，就在大功告成之时，就在大家想法设法运送钱财之时，杰瑞找到他们藏金砖的地方，三路人马狭路相逢，在这生死攸关的时刻，扎那克原形毕露杀死犯罪团伙企图灭掉杰瑞，“宝贝简”计划不过是她杀掉萨米喧宾夺主，想要霸占萨米偷来的赃款，她才是设下圈套想要栽赃于杰瑞的真正幕后操纵者。在最终的对决中，两位好搭档上演了一场经常的配合游戏，将操纵者绳之以法。在荣誉和掌声中，他们意气奋发的继续着自己的侦探之旅。来源:世纪环球在线影片解构：  改编自神探杰瑞·克顿系列侦探小说的《悍将双雄》将一位与英国的福尔摩斯侦探齐名的杰瑞·克顿这位超级大侦探搬上了大荧幕。这位大侦探的传奇经历在欧洲大陆为人们所津津乐道。自1954年第一部描写杰瑞·科顿冒险侦探系列小说《神探杰瑞·科顿》出版发行以来，立刻引起读者的热捧，如今已经成为当今世界文学史上最受欢迎的侦探小说系列之一。如此经典的题材,在科瑞尔·布斯和飞利浦·斯丹尼特两位大导演的妙手之下，《悍将双雄》既展现了小说中的复杂离奇，扣人心弦的故事情节，又将捧腹不已的德国幽默精神发挥到极致。 连环杀人迷案——案件背后的阴谋陷阱 侦探题材电影是无论男女老幼都非常喜爱的类型片之一。从日本漫画《名侦探柯南》到《福尔摩斯》系列，机智神勇的侦探成为一代又一代影迷们崇拜和喜爱的英雄人物。除了电影本身塑造的侦探形象以外，惊险悬疑的故事情节更是深深吸引观众的有力保证。《悍将双雄》在原有侦探题材电影基础之上，将大侦探杰瑞置身于更加复杂离奇的连环杀人案的背景之中，使整部影片的矛盾冲突得到了进一步的升华。而此刻他所要面对的确是警方无止无休的追捕而只好一次又一次的惊险逃离。为了洗脱罪名，杰瑞义无反顾的选择了破获这起看似毫无头绪的连环杀人迷案，决心找出真正的幕后真凶。 神勇大侦探搭档滑稽小人物——经典组合笑料百出 《悍将双雄》中鼎鼎大名的神探杰瑞是个如邦德一般能让万人倾倒的魅力男人。而他的新搭档则是一个其貌不扬，且笑料百出的滑稽“小丑”。二人初次相识，杰瑞对这位新搭档全无好感。试想，这样一位英姿飒爽的大侦探身旁却冒出个愚蠢笨拙的家伙会是何等喜剧的效果。但当杰瑞身遭陷害之时，那个他还没来得及看上眼的新搭档此刻却成为破获此案，洗脱罪名的救命稻草。杰瑞果断的求助了新搭档的帮忙，两人天衣无缝的配合巧妙的摆脱了警察一次又一次的惊险追捕，随着线索不断的浮出水面，这位神勇无敌的侦探与眼前的新搭档早已默契十足，相信这对另类的侦探将会定格成银幕中印象深刻的经典组合。 接连中断的犯罪线索——出乎意料的幕后真凶 《悍将双雄》中接连中断的犯罪线索让案件的进展不断陷入了僵局。杰瑞与搭档一次次成功捕获的犯罪嫌疑人却都不是真正的幕后操纵者。究竟罪犯萨米的被杀和杰瑞被陷害之间有着怎样关联？案件进入白热化阶段，似乎一切线索都已经中断，杰瑞出乎意料的发现，原来真正的幕后操纵者却另有其人。影片亮点：  美女影星莫妮卡·克鲁兹与克里斯蒂安·乌蒙的“合力犯罪” 西班牙美女影星莫妮卡·克鲁兹性感美艳的形象早已深入人心。但在《悍将双雄》这部硬汉云集的电影里，这位大美女突破了以往的形象，变身为一位神秘的并与案件有关的犯罪团伙成员之一，接下来她的一举一动也成为大侦探杰瑞的重要线索。无论是聚吧舞台上的惊艳舞蹈还是与同伙们接头的紧张时刻，莫妮卡不但将她骨子里的性感与神秘淋漓尽致的展现出来，更富于了这位神秘女人不容置疑的魅力。《悍将双雄》也打破了以往侦探片中美女们清一色单纯美丽的固化形象，而莫妮卡扮演的极具诱惑传神的美艳罪犯，更是集美貌与智慧于一身。让惊险刺激的侦探电影变得更加养眼迷人。另外饰演偷天大盗萨米的是德国著名影星克里斯蒂安·乌蒙虽然出场不多，但他出色的演绎，将一位狂妄自大的盗贼形象刻画的生动传神。这位可塑性极佳的男星在以往的作品《我意大利家人的故事》也有不俗的表现。他独具特色的幽默气质，收放自如的表演天赋，无意让他成为了《悍将双雄》中非常出色的绿叶之一。 案件背后的案件，凶手之后的凶手，当“007”深陷“无间道”的阴谋之中 《悍将双雄》围绕美国联邦调查局侦探杰瑞深陷谋杀罪而逃亡的主线展开，故事情节离奇而惊险。这位昔日的大侦探并没有就此放弃侦破黄金被盗的案子，这也是他唯一可以解救自己，洗脱罪名的方法。导演将线索巧妙的布置在情节之中，环环相扣的人物出场，层层推进了案件的升华。而不断被杰瑞和他的搭档成功捕获的犯罪嫌疑人却都不是真正的幕后操纵者，面对偷天大盗萨米早已被谋杀，案件进入白热化阶段，似乎一切线索都已经中断，杰瑞出乎意料的发现，原来真正的幕后操纵者竟是自己曾经的同事扎那克，这位至今还在联邦调查局任职的高级女警员也是负责自己谋杀案的主管。看来无论是经验丰富却深陷谋杀罪名的大侦探还是以正义掩饰犯罪身份的幕后真凶，都会有真相大白的一天。 惊险刺激的追杀角逐，尽显德国喜剧的独特魅力 德国喜剧的独特魅力已经被广大观众所熟知，《悍将双雄》的另一大亮点是将德国式的轻松幽默与扣人心弦的案件进展巧妙的融合。影片一开场大侦探杰瑞就单枪匹马，身手不凡的解救了一名人质女孩，并将犯罪分子绳之以法。虽然惊心动魄的枪战场面让人神经紧绷，而小女孩幽默机智的对白足够让你开怀一笑。电影中惊险场面与喜剧元素相互穿插的情景更是不胜枚举。新搭档戴克尔乔装成演艺小丑拖着装有杰瑞的木箱躲过联邦调查局的追捕，滑稽的装扮和声情并茂的表演，让紧张刺激的侦探电影平添了些跳跃的幽默色彩。患难与共让初出茅庐的小人物变成了大英雄 《悍将双雄》一出场就让向观众展现了侦探杰瑞不凡的身手。紧接着这位出色的侦探却被上级强制性的安排了一位毫无经验，只会化妆成滑稽可笑表演人员的新搭档戴克尔。这种突发状况让杰瑞痛苦不已，他万万不能接受一个只会给自己添乱的新人。以致在侦破萨米谋杀的案件中，杰瑞宁愿单枪匹马，可没想到落入了敌人设置的陷阱之中，而戴克尔目睹了杰瑞出现在老搭档被害现场的证人。无路可走的杰瑞只能选择逃亡，而在他跟踪受阻的时候又想到了戴克尔或许就是唯一能帮助自己的人。此时的戴克尔也面临着艰难的抉择，毫无业绩的自己没有权利继续留在联邦调查局，谁料杰瑞的电话带给了他一线希望，此时我们能感受到这位可怜的戴克尔矛盾而又欣喜的复杂感情。他幻想自己能有朝一日成为不再被人轻视，不再是那个可有可无的小人物。无论是将杰瑞成功抓获还是其他什么都能让自己变得为人瞩目。带着美好的希望他加入了杰瑞的行动之中。以其特有的优势，成功的帮助了杰瑞进入酒店。甚至为了掩护杰瑞不惜乔装打扮成各种角色。在与杰瑞出生入死的行动中他几乎忘记了自己的初衷。他已经变成了眼前这位大侦探好搭档。而当杰瑞了解了戴克尔的初衷时，他惊讶不已。与人闲谈时透露了自己并没有将戴克尔看做是自己的伙伴，只是有利用价值的人而言。这样的评价不免让戴克尔伤心难过，他不知道自己继续留在侦探杰瑞身边还有什么意义。影片感人置身的情节之一就是戴克尔机智的想法让两人跳过一劫之后深夜中的对话。以及为了侦破宝贝简计划的案件，戴克尔再次乔装打扮深入虎穴被识破后命悬一线的危机时刻。这时的戴克尔早已不是当初那个一心想出人头地的小警探，此时的他已经历练成一名真正的大英雄。直至故事的结尾，深受重伤的二人四目相对，杰瑞毅然决然的选择与敌人对峙，而将自己存活下来的唯一希望寄托给了这个自己曾经不屑一顾的新搭档时，戴克尔没有退缩，他又一次而且是最成功的一次挽救了杰瑞的生命。患难与共的深情，让一名初出茅庐的小人物变成了一名大英雄。",悍将双雄,http://p0.meituan.net/w.h/movie/54/4517661.jpg,Null,Null,0,5.69999980927,2D,0,90,51358,2010-10-12
"剧情,爱情",在四川的小县城里，彷徨着3个充满迷茫的年轻人：远离家庭纷扰的女孩南风（范冰冰 饰）、对父亲（方励 饰）心怀芥蒂的丁波（陈柏霖 饰）以及家庭富裕却得不到半点温暖的肥皂（肥龙 饰）。他们天天聚在一起玩乐喧闹，品味着青春的快意与失落。因所租的房屋改建，他们辗转租住了京剧演员常月琴（张艾嘉 饰）的房子。这是一个有着坎坷命运的女人，上苍的不公令她与周围的人格格不入，更不要说这几个与之同住一个屋檐下、无论从年龄还是阅历都有着莫大鸿沟的孩子。南风各自的生活中本就烦恼不断，与常月琴更是摩擦重重。然而随着时间的推进，这几个孤独的人儿都从彼此的身上感受到了些微的温暖……,观音山,http://p0.meituan.net/w.h/movie/39/380447.jpg,范冰冰，陈柏霖，张艾嘉，李斯丹妮，肥龙，方励，金晶，刘洁，鲍振江，沈文，李迪，袁泽，陈宇，史敏芳，王国裕，丁娟，黄公望，段博文，谢添，李惠娟，向雪,李玉,34,7.19999980927,2D,133,102,373,2011-03-04
"动画,冒险,喜剧",住在加拿大绿宝石国家公园的凯特（海顿·潘妮蒂尔 配音）和亨弗雷（贾斯汀·朗 配音）是狼群中两种完全不同的狼，凯特是西部狼群首领的女儿，对她来说原则、职责和责任重于一切；亨弗雷则完全相反，它是狼群里最低等的，成天嘻嘻哈哈，寻求当下的快乐，从来不为明天的事情发愁。凯特即将嫁给东部狼群首领的儿子加斯，并不是为了爱情，而是为了阻止两只狼群之间即将爆发的一场可怕战争。但谁都没有料到，就在婚礼即将举办的当口，凯特和亨弗雷被公园管理人员抓走送到了爱达华州的“锯齿”国家公园。急着回去阻止战争的凯特不得不和亨弗雷这只完全和她没有共同语言的狼一同踏上回家的路，漫漫途中他们遭遇到很多惊险和意外，而且随着离家越来越近，他们俩发现自己已经爱上了对方。,丛林有情狼,http://p0.meituan.net/w.h/movie/74/169338.jpg,海顿·潘妮蒂尔，贾斯汀·朗，克里斯蒂娜·里奇，丹尼斯·霍珀，丹尼·格洛弗，克里斯·卡马克，Vicki Lewis，凯文·苏斯曼，比茜·图诺克，Brian Donovan，Eric Price，拉里·米勒，Paul Nakauchi，Mela Lee,"安东尼·贝尔,本·格鲁克",296,7.09999990463,3D/IMAX 3D,407,88,436,2011-02-25
恐怖,生化病理专家高尔博士接受天威药厂老板资助，秘密进行非法实验，将人与蛇的基因融合转换，制造蛇人，再取蛇人骨髓救治药厂老板儿子浩天的白血病。同时，香港繁华区连续发生两起蛇咬死人的凶杀案，死者都是霸基集团总裁。负责侦查此案的刑警关伟认定模特儿玛莉亚嫌疑极大，有可能是高尔培育的蛇人……,蛇咒,http://p1.meituan.net/w.h/movie/a944a2bf693a429b0605b5c80266591c14484.jpg,马浚伟，刘家辉，徐敏，李钰，叶华,Null,0,2.09999990463,2D,0,0,323760,2009-09-29
