showRate,movieId,subBoxOffice,releaseDay,boxRateshowZero,dailyBoxOffice,movieName
4.35,778,12451,19,3.88,False,88.1,环形使者
8.28,927,820,5,3.68,False,83.4,叛谍追击
5.80,912,610,5,2.20,False,49.8,白昼冷光
2.75,775,10055,21,2.10,False,47.6,铜雀台
6.07,941,40,1,1.77,False,40.1,诱饵
0.97,835,275,28,1.64,False,37.3,雨中的树
1.50,776,6092,20,1.02,False,23.2,危险关系
0.26,739,13852,32,0.27,False,6.0,白鹿原
1.52,860,62,5,0.21,False,4.7,美男记
0.28,891,4,1,0.17,False,3.9,安娜·卡列尼娜
0.25,942,9,5,0.15,False,3.5,吴仁宝
0.43,894,2522,17,0.10,False,2.3,萨米大冒险
0.56,877,24,5,0.08,False,1.8,岁月无声
0.02,70010,68,414,0.04,False,0.9,通道转兵
0.47,939,8,5,0.04,False,0.9,最长的拥抱
25.59,882,7266,6,37.45,False,758.3,大海啸之鲨口逃生
18.47,886,8443,11,19.26,False,390.0,飓风营救2
11.24,845,1469,6,7.85,False,159.0,男人如衣服
6.21,743,13833,21,5.59,False,113.2,太极1：从零开始
4.37,778,12528,20,3.81,False,77.2,环形使者
5.36,741,10312,19,3.76,False,76.1,二次曝光
8.17,927,895,6,3.73,False,75.5,叛谍追击
1.24,835,340,29,3.22,False,65.2,雨中的树
2.75,775,10097,22,2.10,False,42.6,铜雀台
5.31,912,652,6,2.08,False,42.2,白昼冷光
6.34,941,80,2,1.96,False,39.6,诱饵
1.55,776,6113,21,1.05,False,21.3,危险关系
0.29,942,19,6,0.44,False,8.8,吴仁宝
0.32,739,13860,33,0.39,False,7.9,白鹿原
1.39,860,65,6,0.17,False,3.4,美男记
0.24,891,7,2,0.16,False,3.2,安娜·卡列尼娜
0.60,877,26,6,0.13,False,2.7,岁月无声
0.01,742,370,62,0.07,False,1.4,邋遢大王奇遇记
0.14,854,430,18,0.06,False,1.3,吃记忆的大雪球
0.41,939,9,6,0.05,False,1.1,最长的拥抱
25.52,882,7978,7,35.06,False,711.7,大海啸之鲨口逃生
18.56,886,8824,12,18.77,False,381.1,飓风营救2
11.18,845,1619,7,7.37,False,149.6,男人如衣服
6.24,743,13942,22,5.34,False,108.4,太极1：从零开始
1.49,835,428,30,4.32,False,87.7,雨中的树
8.04,927,973,7,3.82,False,77.5,叛谍追击
4.48,778,12605,21,3.76,False,76.4,环形使者
5.36,741,10383,20,3.53,False,71.7,二次曝光
0.46,739,13921,34,3.01,False,61.1,白鹿原
5.12,912,694,7,2.09,False,42.4,白昼冷光
6.39,941,121,3,2.04,False,41.3,诱饵
2.73,775,10138,23,2.03,False,41.2,铜雀台
1.57,776,6141,22,1.34,False,27.2,危险关系
0.28,942,26,7,0.39,False,7.9,吴仁宝
1.30,860,69,7,0.18,False,3.6,美男记
0.25,891,10,3,0.16,False,3.2,安娜·卡列尼娜
0.36,894,2524,19,0.12,False,2.4,萨米大冒险
0.56,877,27,7,0.05,False,1.1,岁月无声
0.10,854,431,19,0.05,False,1.0,吃记忆的大雪球
0.02,70010,73,416,0.04,False,0.9,通道转兵
24.23,882,8892,8,32.92,False,914.0,大海啸之鲨口逃生
17.61,886,9370,13,19.65,False,545.4,飓风营救2
9.77,845,1794,8,6.29,False,174.5,男人如衣服
5.80,743,14081,23,5.02,False,139.4,太极1：从零开始
1.90,835,560,31,4.76,False,132.3,雨中的树
10.24,852,130,1,4.69,False,130.3,浮城谜事
3.91,778,12712,22,3.88,False,107.6,环形使者
6.77,927,1071,8,3.53,False,98.0,叛谍追击
4.48,741,10465,21,2.94,False,81.7,二次曝光
0.46,739,13990,35,2.48,False,68.8,白鹿原
3.99,912,741,8,1.69,False,46.8,白昼冷光
2.19,775,10181,24,1.55,False,42.9,铜雀台
4.62,941,159,4,1.38,False,38.3,诱饵
0.67,758,28,-1,1.00,False,27.9,全面回忆
1.28,776,6164,23,0.83,False,23.1,危险关系
0.30,942,42,8,0.57,False,15.9,吴仁宝
0.49,894,2529,20,0.17,False,4.7,萨米大冒险
0.22,891,15,4,0.16,False,4.3,安娜·卡列尼娜
0.89,860,72,8,0.11,False,3.0,美男记
0.16,854,433,20,0.07,False,1.9,吃记忆的大雪球
25.70,758,1637,1,33.51,False,1609.6,全面回忆
20.48,882,10209,9,27.42,False,1316.9,大海啸之鲨口逃生
13.71,886,10031,14,13.77,False,661.5,飓风营救2
7.64,845,2015,9,4.60,False,221.0,男人如衣服
4.29,743,14267,24,3.86,False,185.3,太极1：从零开始
7.50,852,243,2,2.35,False,112.8,浮城谜事
2.21,778,12806,23,1.96,False,94.1,环形使者
2.94,741,10546,22,1.68,False,80.7,二次曝光
0.38,739,14060,36,1.46,False,70.3,白鹿原
4.26,927,1137,9,1.38,False,66.2,叛谍追击
1.23,775,10225,25,0.90,False,43.3,铜雀台
1.91,894,2571,21,0.86,False,41.5,萨米大冒险
0.73,835,589,32,0.59,False,28.5,雨中的树
2.78,941,187,5,0.58,False,27.7,诱饵
1.82,912,767,9,0.54,False,26.1,白昼冷光
0.74,776,6186,24,0.47,False,22.4,危险关系
0.20,942,48,9,0.13,False,6.1,吴仁宝
0.66,854,439,21,0.12,False,5.5,吃记忆的大雪球
0.15,891,19,5,0.10,False,4.7,安娜·卡列尼娜
0.66,860,75,9,0.07,False,3.4,美男记
26.86,758,3027,2,35.27,False,1389.8,全面回忆
20.75,882,11267,10,26.85,False,1058.0,大海啸之鲨口逃生
13.67,886,10529,15,12.62,False,497.5,飓风营救2
7.63,845,2200,10,4.72,False,185.9,男人如衣服
4.25,743,14417,25,3.82,False,150.4,太极1：从零开始
7.03,852,337,3,2.38,False,93.9,浮城谜事
0.40,739,14130,37,1.78,False,70.0,白鹿原
2.12,778,12874,24,1.71,False,67.5,环形使者
2.83,741,10606,23,1.54,False,60.6,二次曝光
4.03,927,1190,10,1.35,False,53.4,叛谍追击
1.96,894,2616,22,1.12,False,44.3,萨米大冒险
1.20,775,10260,26,0.89,False,35.0,铜雀台
2.62,941,209,6,0.55,False,21.7,诱饵
0.66,835,610,33,0.54,False,21.3,雨中的树
1.66,912,788,10,0.52,False,20.4,白昼冷光
0.70,776,6205,25,0.47,False,18.5,危险关系
0.17,942,55,10,0.16,False,6.3,吴仁宝
0.68,854,445,22,0.15,False,5.7,吃记忆的大雪球
0.14,891,23,6,0.09,False,3.4,安娜·卡列尼娜
0.63,860,77,10,0.06,False,2.3,美男记
28.41,758,3685,3,37.36,False,657.6,全面回忆
21.13,882,11717,11,25.57,False,450.1,大海啸之鲨口逃生
14.00,886,10725,16,11.15,False,196.3,飓风营救2
7.68,845,2289,11,5.06,False,89.0,男人如衣服
4.37,743,14484,26,3.81,False,67.1,太极1：从零开始
1.13,835,663,34,3.01,False,52.9,雨中的树
6.89,852,383,4,2.58,False,45.5,浮城谜事
2.79,741,10633,24,1.50,False,26.4,二次曝光
2.19,778,12899,25,1.43,False,25.2,环形使者
4.06,927,1215,11,1.41,False,24.8,叛谍追击
1.20,775,10274,27,0.85,False,14.9,铜雀台
2.54,941,219,7,0.59,False,10.4,诱饵
0.73,776,6213,26,0.47,False,8.2,危险关系
1.57,912,796,11,0.46,False,8.1,白昼冷光
0.25,942,63,11,0.44,False,7.8,吴仁宝
0.29,739,14136,38,0.32,False,5.6,白鹿原
0.13,891,24,7,0.07,False,1.3,安娜·卡列尼娜
0.61,860,78,11,0.06,False,1.1,美男记
0.02,70010,74,420,0.05,False,0.9,通道转兵
0.00,59279,510,863,0.05,False,0.9,摇摆的婚约
24.02,758,4405,4,32.07,False,720.1,全面回忆
16.92,882,12187,12,20.95,False,470.3,大海啸之鲨口逃生
24.24,173,442,1,19.69,False,442.1,暮光之城4：破晓（上）
9.70,886,10905,17,8.03,False,180.4,飓风营救2
1.38,835,757,35,4.17,False,93.7,雨中的树
5.73,845,2361,12,3.20,False,71.7,男人如衣服
2.95,743,14550,27,2.92,False,65.6,太极1：从零开始
4.31,852,413,5,1.37,False,30.7,浮城谜事
1.85,741,10652,25,0.85,False,19.1,二次曝光
2.66,927,1231,12,0.70,False,15.8,叛谍追击
1.03,778,12914,26,0.66,False,14.8,环形使者
1.05,278,1165,1064,0.64,False,14.4,暮光之城
0.30,942,76,12,0.61,False,13.8,吴仁宝
0.67,775,10285,28,0.45,False,10.1,铜雀台
1.81,941,226,8,0.31,False,7.0,诱饵
0.21,739,14142,39,0.29,False,6.5,白鹿原
0.36,776,6218,27,0.22,False,4.9,危险关系
0.70,912,800,12,0.18,False,4.1,白昼冷光
0.02,985,2,4,0.08,False,1.9,湘南起义
0.08,891,25,8,0.06,False,1.4,安娜·卡列尼娜
31.70,758,5020,5,30.56,False,614.8,全面回忆
22.03,882,12570,13,19.02,False,382.6,大海啸之鲨口逃生
12.59,886,11065,18,7.93,False,159.5,飓风营救2
2.15,835,886,36,6.41,False,128.9,雨中的树
7.49,845,2425,13,3.15,False,63.4,男人如衣服
3.83,743,14604,28,2.68,False,54.0,太极1：从零开始
1.37,648,42,-1,2.10,False,42.3,谍影重重4
0.48,942,106,13,1.47,False,29.5,吴仁宝
5.37,852,440,6,1.31,False,26.4,浮城谜事
2.27,741,10668,26,0.80,False,16.1,二次曝光
3.41,927,1246,13,0.74,False,14.9,叛谍追击
1.29,778,12928,27,0.70,False,14.2,环形使者
1.26,278,1177,1065,0.56,False,11.3,暮光之城
0.81,775,10292,29,0.38,False,7.6,铜雀台
0.10,881,7,-1,0.33,False,6.6,太极2：英雄崛起
2.26,941,232,9,0.30,False,6.1,诱饵
0.02,929,5,-6,0.22,False,4.5,诡爱
0.46,776,6222,28,0.20,False,4.0,危险关系
0.27,739,14146,40,0.19,False,3.8,白鹿原
0.83,912,803,13,0.17,False,3.5,白昼冷光
36.77,648,1458,1,52.91,False,1415.3,谍影重重4
22.20,758,5351,6,12.40,False,331.8,全面回忆
14.28,882,12814,14,9.11,False,243.8,大海啸之鲨口逃生
2.20,835,1041,37,5.81,False,155.4,雨中的树
1.13,881,127,1,4.49,False,120.1,太极2：英雄崛起
5.73,886,11114,19,1.85,False,49.5,飓风营救2
5.20,845,2465,14,1.49,False,39.9,男人如衣服
0.43,942,129,14,0.86,False,23.0,吴仁宝
3.44,852,454,7,0.54,False,14.5,浮城谜事
1.59,741,10678,27,0.38,False,10.1,二次曝光
1.05,743,14613,29,0.35,False,9.3,太极1：从零开始
2.28,927,1252,14,0.22,False,5.9,叛谍追击
0.72,278,1181,1066,0.21,False,5.7,暮光之城
1.65,941,236,10,0.16,False,4.2,诱饵
0.19,739,14150,41,0.15,False,4.1,白鹿原
0.43,778,12931,28,0.11,False,3.1,环形使者
0.34,775,10295,30,0.11,False,2.9,铜雀台
0.25,776,6224,29,0.09,False,2.5,危险关系
0.10,854,446,26,0.06,False,1.7,吃记忆的大雪球
0.02,70010,76,423,0.05,False,1.5,通道转兵
31.68,648,3271,2,51.19,False,1813.4,谍影重重4
17.94,758,5841,7,13.83,False,490.0,全面回忆
11.47,882,13131,15,8.96,False,317.4,大海啸之鲨口逃生
13.84,173,700,4,7.29,False,258.2,暮光之城4：破晓（上）
2.16,835,1254,38,6.01,False,212.8,雨中的树
0.91,881,271,2,4.04,False,143.1,太极2：英雄崛起
3.97,886,11176,20,1.76,False,62.2,飓风营救2
6.10,956,50,1,1.41,False,49.9,三个未婚妈妈
3.64,845,2508,15,1.23,False,43.5,男人如衣服
0.42,942,164,15,1.00,False,35.5,吴仁宝
0.89,743,14627,30,0.39,False,13.8,太极1：从零开始
1.96,852,467,8,0.35,False,12.6,浮城谜事
0.95,741,10688,28,0.29,False,10.3,二次曝光
0.55,278,1189,1067,0.24,False,8.4,暮光之城
1.48,927,1258,15,0.18,False,6.3,叛谍追击
0.31,894,2620,27,0.13,False,4.7,萨米大冒险
1.04,941,241,11,0.12,False,4.3,诱饵
0.29,778,12935,29,0.12,False,4.3,环形使者
0.15,739,14154,42,0.11,False,3.8,白鹿原
0.24,775,10298,31,0.09,False,3.3,铜雀台
37.50,648,6123,3,51.93,False,2852.0,谍影重重4
20.16,758,6695,8,15.55,False,853.9,全面回忆
13.30,882,13716,16,10.66,False,585.2,大海啸之鲨口逃生
1.01,881,491,3,4.01,False,220.0,太极2：英雄崛起
4.07,886,11278,21,1.85,False,101.8,飓风营救2
7.79,956,132,2,1.49,False,81.9,三个未婚妈妈
4.31,845,2585,16,1.40,False,77.1,男人如衣服
0.93,835,1297,39,0.79,False,43.3,雨中的树
0.38,942,198,16,0.62,False,33.9,吴仁宝
1.40,894,2649,28,0.53,False,29.0,萨米大冒险
1.17,743,14655,31,0.51,False,28.1,太极1：从零开始
2.23,852,487,9,0.36,False,20.0,浮城谜事
1.11,741,10706,29,0.32,False,17.6,二次曝光
0.66,278,1201,1068,0.22,False,12.1,暮光之城
1.65,927,1268,16,0.17,False,9.5,叛谍追击
0.19,739,14162,43,0.14,False,7.5,白鹿原
0.59,854,453,28,0.13,False,6.9,吃记忆的大雪球
0.28,778,12942,30,0.12,False,6.8,环形使者
1.05,941,246,12,0.10,False,5.4,诱饵
0.23,775,10303,32,0.09,False,5.1,铜雀台
32.79,648,8353,4,49.31,False,2229.9,谍影重重4
17.73,758,7449,9,16.67,False,753.8,全面回忆
11.78,882,14232,17,11.40,False,515.5,大海啸之鲨口逃生
13.06,173,1065,6,8.06,False,364.7,暮光之城4：破晓（上）
0.89,881,670,4,3.98,False,179.9,太极2：英雄崛起
3.57,886,11371,22,2.05,False,92.7,飓风营救2
6.87,956,208,3,1.68,False,76.1,三个未婚妈妈
3.78,845,2653,17,1.50,False,68.0,男人如衣服
1.27,894,2685,29,0.68,False,30.7,萨米大冒险
1.05,743,14682,32,0.61,False,27.4,太极1：从零开始
0.62,835,1323,40,0.58,False,26.4,雨中的树
0.26,942,216,17,0.40,False,18.2,吴仁宝
1.89,852,505,10,0.39,False,17.8,浮城谜事
0.90,741,10720,30,0.32,False,14.3,二次曝光
0.58,278,1212,1069,0.24,False,11.0,暮光之城
1.48,927,1277,17,0.21,False,9.5,叛谍追击
0.16,739,14168,44,0.14,False,6.4,白鹿原
0.21,778,12948,31,0.13,False,6.0,环形使者
0.92,941,251,13,0.10,False,4.6,诱饵
0.20,775,10308,33,0.10,False,4.4,铜雀台
38.11,648,9252,5,45.57,False,899.4,谍影重重4
21.00,758,7783,10,16.92,False,334.0,全面回忆
13.83,882,14455,18,11.32,False,223.5,大海啸之鲨口逃生
1.40,835,1411,41,4.41,False,87.0,雨中的树
1.08,881,749,5,3.97,False,78.3,太极2：英雄崛起
4.19,886,11411,23,2.03,False,40.1,飓风营救2
7.91,956,248,4,2.03,False,40.0,三个未婚妈妈
4.42,845,2686,18,1.66,False,32.8,男人如衣服
0.31,942,236,18,1.00,False,19.7,吴仁宝
1.17,743,14692,33,0.51,False,10.0,太极1：从零开始
2.29,852,514,11,0.49,False,9.7,浮城谜事
1.73,927,1282,18,0.26,False,5.2,叛谍追击
0.16,763,5,-1,0.23,False,4.6,普罗旺斯惊魂记
0.58,278,1216,1070,0.21,False,4.2,暮光之城
0.20,739,14171,45,0.17,False,3.4,白鹿原
1.10,941,254,14,0.15,False,3.0,诱饵
0.23,741,10722,31,0.09,False,1.7,二次曝光
0.02,70010,79,427,0.04,False,0.9,通道转兵
0.00,78708,2001,1076,0.04,False,0.8,熊猫大侠
0.26,912,804,18,0.04,False,0.7,白昼冷光
28.47,648,10315,6,40.38,False,1062.1,谍影重重4
14.25,758,8155,11,14.14,False,372.1,全面回忆
15.78,763,360,1,13.52,False,355.6,普罗旺斯惊魂记
7.81,882,14628,19,6.58,False,173.0,大海啸之鲨口逃生
10.30,929,156,1,5.76,False,151.6,诡爱
8.52,173,1194,8,4.90,False,128.9,暮光之城4：破晓（上）
1.42,835,1537,42,4.80,False,126.2,雨中的树
0.89,881,851,6,3.88,False,102.2,太极2：英雄崛起
1.96,886,11439,24,1.05,False,27.7,飓风营救2
4.09,956,275,5,1.02,False,27.0,三个未婚妈妈
0.29,942,260,19,0.92,False,24.3,吴仁宝
2.41,845,2708,19,0.86,False,22.7,男人如衣服
0.57,743,14700,34,0.31,False,8.0,太极1：从零开始
1.09,852,520,12,0.22,False,5.9,浮城谜事
0.39,278,1220,1071,0.14,False,3.6,暮光之城
0.14,739,14175,46,0.13,False,3.5,白鹿原
0.88,927,1285,19,0.12,False,3.1,叛谍追击
0.01,301,40792,504,0.11,False,3.0,建党伟业
0.63,941,256,15,0.07,False,2.0,诱饵
0.07,741,10723,32,0.04,False,1.2,二次曝光
28.19,648,11217,7,38.71,False,902.4,谍影重重4
14.24,758,8496,12,14.62,False,340.9,全面回忆
15.82,763,662,2,12.93,False,301.5,普罗旺斯惊魂记
11.30,929,312,2,6.69,False,155.9,诡爱
7.64,882,14775,20,6.28,False,146.4,大海啸之鲨口逃生
1.37,835,1651,43,4.91,False,114.4,雨中的树
8.16,173,1308,9,4.87,False,113.5,暮光之城4：破晓（上）
1.34,881,955,7,4.45,False,103.7,太极2：英雄崛起
0.31,942,290,20,1.27,False,29.7,吴仁宝
1.88,886,11463,25,1.04,False,24.2,飓风营救2
3.84,956,298,6,1.00,False,23.3,三个未婚妈妈
2.37,845,2730,20,0.92,False,21.4,男人如衣服
0.57,743,14708,35,0.32,False,7.4,太极1：从零开始
1.03,852,525,13,0.21,False,4.9,浮城谜事
0.01,301,40796,505,0.13,False,3.0,建党伟业
0.38,278,1223,1072,0.13,False,3.0,暮光之城
0.83,927,1288,20,0.12,False,2.8,叛谍追击
0.13,739,14177,47,0.10,False,2.3,白鹿原
0.00,78373,2,18,0.09,False,2.1,许海峰的枪
0.60,941,257,16,0.07,False,1.7,诱饵
27.67,881,1948,8,39.93,False,993.6,太极2：英雄崛起
24.42,648,11874,8,26.41,False,657.2,谍影重重4
11.59,758,8745,13,10.02,False,249.4,全面回忆
9.97,763,804,3,5.72,False,142.4,普罗旺斯惊魂记
9.37,929,419,3,4.08,False,101.6,诡爱
4.47,882,14849,21,2.99,False,74.3,大海啸之鲨口逃生
0.99,835,1715,44,2.55,False,63.4,雨中的树
2.95,974,48,1,1.92,False,47.8,冰雪11天
2.71,956,314,7,0.65,False,16.3,三个未婚妈妈
1.15,886,11477,26,0.56,False,13.8,飓风营救2
1.80,845,2743,21,0.51,False,12.8,男人如衣服
0.22,942,303,21,0.51,False,12.6,吴仁宝
0.77,852,528,14,0.13,False,3.1,浮城谜事
0.40,743,14710,36,0.11,False,2.8,太极1：从零开始
0.02,988,2,178,0.10,False,2.4,大碗茶
0.23,278,1225,1073,0.08,False,2.1,暮光之城
0.72,927,1290,21,0.07,False,1.8,叛谍追击
0.09,739,14178,48,0.05,False,1.2,白鹿原
0.46,941,258,17,0.04,False,1.1,诱饵
0.01,1033,1,17,0.04,False,1.0,南平红荔
27.17,881,3106,9,36.39,False,1157.8,太极2：英雄崛起
23.45,648,12811,9,29.45,False,937.0,谍影重重4
11.20,758,9109,14,11.41,False,363.1,全面回忆
8.46,763,950,4,4.59,False,145.9,普罗旺斯惊魂记
8.54,929,538,4,3.73,False,118.8,诡爱
1.22,835,1818,45,3.24,False,103.0,雨中的树
4.14,882,14946,22,3.05,False,97.2,大海啸之鲨口逃生
4.84,173,1398,11,2.84,False,90.4,暮光之城4：破晓（上）
2.34,974,87,2,1.22,False,38.8,冰雪11天
0.28,942,323,22,0.65,False,20.6,吴仁宝
1.01,886,11496,27,0.62,False,19.6,飓风营救2
1.70,845,2758,22,0.48,False,15.4,男人如衣服
2.31,956,330,8,0.48,False,15.3,三个未婚妈妈
1.48,983,10,1,0.33,False,10.4,咆哮无声
0.03,988,8,179,0.13,False,4.2,大碗茶
0.02,1033,6,18,0.12,False,3.8,南平红荔
0.66,852,532,15,0.12,False,3.7,浮城谜事
0.34,743,14713,37,0.09,False,2.8,太极1：从零开始
0.20,278,1227,1074,0.08,False,2.5,暮光之城
0.60,927,1292,22,0.06,False,2.0,叛谍追击
27.89,881,4797,10,35.04,False,1690.8,太极2：英雄崛起
23.60,648,14353,10,31.94,False,1541.4,谍影重重4
11.34,758,9716,15,12.58,False,607.2,全面回忆
7.57,763,1158,5,4.32,False,208.3,普罗旺斯惊魂记
4.46,882,15139,23,3.99,False,192.5,大海啸之鲨口逃生
8.61,929,724,5,3.87,False,186.8,诡爱
5.01,173,1561,12,3.38,False,163.1,暮光之城4：破晓（上）
2.08,974,140,3,1.11,False,53.7,冰雪11天
0.96,886,11526,28,0.61,False,29.6,飓风营救2
1.75,845,2787,23,0.59,False,28.7,男人如衣服
2.44,956,352,9,0.45,False,21.9,三个未婚妈妈
0.40,835,1838,46,0.43,False,20.6,雨中的树
0.19,942,336,23,0.26,False,12.7,吴仁宝
1.23,983,20,2,0.18,False,8.8,咆哮无声
0.38,743,14719,38,0.12,False,6.0,太极1：从零开始
0.64,852,538,16,0.12,False,5.7,浮城谜事
0.21,278,1232,1075,0.09,False,4.3,暮光之城
0.63,927,1296,23,0.08,False,3.9,叛谍追击
0.10,739,14182,50,0.07,False,3.4,白鹿原
0.49,941,261,19,0.04,False,2.0,诱饵
28.19,881,6091,11,34.26,False,1294.3,太极2：英雄崛起
23.79,648,15527,11,31.08,False,1174.4,谍影重重4
11.70,758,10213,16,13.15,False,496.8,全面回忆
4.67,882,15310,24,4.54,False,171.4,大海啸之鲨口逃生
7.26,763,1322,6,4.34,False,163.8,普罗旺斯惊魂记
8.62,929,875,6,3.97,False,150.1,诡爱
5.08,173,1696,13,3.58,False,135.1,暮光之城4：破晓（上）
2.05,974,224,4,2.21,False,83.6,冰雪11天
1.79,845,2810,24,0.63,False,23.6,男人如衣服
0.84,886,11549,29,0.63,False,23.6,飓风营救2
2.46,956,373,10,0.56,False,21.1,三个未婚妈妈
0.34,835,1847,47,0.24,False,9.1,雨中的树
0.17,942,344,24,0.22,False,8.2,吴仁宝
1.14,983,26,3,0.18,False,6.7,咆哮无声
0.68,852,543,17,0.14,False,5.1,浮城谜事
0.32,743,14724,39,0.12,False,4.6,太极1：从零开始
0.22,278,1236,1076,0.10,False,3.9,暮光之城
0.01,965,4,-2,0.10,False,3.7,无敌破坏王
0.69,927,1300,24,0.10,False,3.7,叛谍追击
0.01,1033,9,20,0.07,False,2.7,南平红荔
27.97,881,6658,12,34.49,False,567.0,太极2：英雄崛起
24.30,648,15978,12,27.44,False,451.1,谍影重重4
12.17,758,10412,17,12.10,False,199.0,全面回忆
2.07,974,309,5,5.17,False,85.0,冰雪11天
8.52,929,951,7,4.65,False,76.5,诡爱
6.83,763,1395,7,4.45,False,73.2,普罗旺斯惊魂记
4.67,882,15377,25,4.06,False,66.8,大海啸之鲨口逃生
5.12,173,1750,14,3.26,False,53.7,暮光之城4：破晓（上）
0.61,835,1876,48,1.76,False,28.9,雨中的树
1.73,845,2822,25,0.71,False,11.7,男人如衣服
2.51,956,384,11,0.67,False,11.1,三个未婚妈妈
0.15,942,349,25,0.31,False,5.1,吴仁宝
0.01,825,3,-3,0.21,False,3.5,寒战
0.67,852,546,18,0.20,False,3.3,浮城谜事
1.19,983,29,4,0.14,False,2.2,咆哮无声
0.68,927,1302,25,0.12,False,2.0,叛谍追击
0.23,278,1237,1077,0.09,False,1.5,暮光之城
0.02,70010,83,434,0.08,False,1.4,通道转兵
0.11,739,14183,52,0.06,False,1.0,白鹿原
0.45,941,261,21,0.05,False,0.8,诱饵
25.07,881,7314,13,30.62,False,655.5,太极2：英雄崛起
21.93,648,16534,13,25.97,False,556.0,谍影重重4
14.85,965,290,1,13.38,False,286.5,无敌破坏王
10.51,758,10641,18,10.72,False,229.6,全面回忆
1.62,974,393,6,3.91,False,83.8,冰雪11天
7.41,929,1025,8,3.47,False,74.3,诡爱
3.16,882,15436,26,2.76,False,59.1,大海啸之鲨口逃生
4.00,173,1803,15,2.48,False,53.0,暮光之城4：破晓（上）
3.67,763,1444,8,2.26,False,48.4,普罗旺斯惊魂记
0.75,835,1921,49,2.11,False,45.2,雨中的树
1.63,845,2834,26,0.57,False,12.1,男人如衣服
2.28,956,396,12,0.56,False,12.0,三个未婚妈妈
0.18,942,360,26,0.52,False,11.1,吴仁宝
0.01,988,12,183,0.17,False,3.7,大碗茶
0.06,1033,12,22,0.13,False,2.8,南平红荔
0.66,852,549,19,0.12,False,2.6,浮城谜事
0.66,927,1304,26,0.11,False,2.4,叛谍追击
0.88,983,30,5,0.07,False,1.5,咆哮无声
0.18,278,1238,1078,0.06,False,1.4,暮光之城
0.47,941,263,22,0.05,False,1.0,诱饵
25.92,881,7835,14,27.71,False,521.3,太极2：英雄崛起
22.87,648,16996,14,24.54,False,461.6,谍影重重4
15.36,965,557,2,14.20,False,267.1,无敌破坏王
11.10,758,10836,19,10.36,False,194.9,全面回忆
1.68,974,481,7,4.69,False,88.2,冰雪11天
7.68,929,1091,9,3.51,False,66.1,诡爱
0.91,835,1976,50,2.88,False,54.3,雨中的树
3.33,882,15487,27,2.72,False,51.1,大海啸之鲨口逃生
0.81,825,47,-1,2.30,False,43.3,寒战
3.59,763,1482,9,2.02,False,38.0,普罗旺斯惊魂记
1.76,845,2845,27,0.59,False,11.1,男人如衣服
0.18,942,371,27,0.57,False,10.8,吴仁宝
2.33,956,406,13,0.57,False,10.6,三个未婚妈妈
0.02,988,16,184,0.21,False,4.0,大碗茶
0.06,1033,15,23,0.15,False,2.8,南平红荔
0.88,983,33,6,0.14,False,2.5,咆哮无声
0.67,852,551,20,0.12,False,2.3,浮城谜事
0.66,927,1306,27,0.11,False,2.1,叛谍追击
0.01,742,372,83,0.07,False,1.3,邋遢大王奇遇记
0.19,278,1240,1079,0.06,False,1.2,暮光之城
35.77,825,1582,1,58.16,False,1535.5,寒战
18.44,881,8129,15,11.12,False,293.7,太极2：英雄崛起
14.59,648,17275,15,10.57,False,279.2,谍影重重4
10.50,965,735,3,6.69,False,176.7,无敌破坏王
0.67,974,573,8,3.51,False,92.5,冰雪11天
6.04,758,10923,20,3.30,False,87.2,全面回忆
0.77,835,2026,51,1.89,False,50.0,雨中的树
3.60,929,1118,10,1.00,False,26.4,诡爱
1.77,882,15513,28,0.98,False,26.0,大海啸之鲨口逃生
0.16,942,391,28,0.73,False,19.3,吴仁宝
1.81,173,1822,17,0.71,False,18.6,暮光之城4：破晓（上）
1.47,763,1496,10,0.56,False,14.7,普罗旺斯惊魂记
2.31,999,6,1,0.23,False,6.2,缘来是咱俩
1.00,956,412,14,0.23,False,6.0,三个未婚妈妈
0.73,845,2849,28,0.15,False,3.9,男人如衣服
0.05,1033,18,24,0.11,False,2.9,南平红荔
0.03,880,2,-1,0.07,False,2.0,新妈妈再爱我一次
0.01,988,18,185,0.07,False,1.8,大碗茶
0.01,742,377,84,0.06,False,1.6,邋遢大王奇遇记
0.26,852,552,21,0.05,False,1.3,浮城谜事
33.18,825,3462,2,53.36,False,1879.7,寒战
10.42,648,17650,16,10.64,False,374.9,谍影重重4
14.28,881,8489,16,10.23,False,360.4,太极2：英雄崛起
9.28,965,1072,4,9.58,False,337.6,无敌破坏王
0.39,974,669,9,2.72,False,95.8,冰雪11天
6.22,861,88,1,2.50,False,88.2,天生爱情狂
7.47,880,87,1,2.38,False,83.8,新妈妈再爱我一次
3.14,758,11003,21,2.26,False,79.5,全面回忆
0.86,835,2095,52,1.98,False,69.6,雨中的树
3.24,949,34,1,0.97,False,34.3,茱莉娅的眼睛
4.26,883,26,1,0.74,False,26.2,幸福迷途
0.91,882,15535,29,0.63,False,22.2,大海啸之鲨口逃生
3.37,944,20,1,0.56,False,19.9,爱谁谁
0.16,942,406,29,0.44,False,15.7,吴仁宝
1.05,929,1127,11,0.27,False,9.7,诡爱
0.62,173,1829,18,0.21,False,7.5,暮光之城4：破晓（上）
0.57,763,1504,11,0.21,False,7.2,普罗旺斯惊魂记
0.05,1033,23,25,0.15,False,5.4,南平红荔
