showRate,movieId,subBoxOffice,releaseDay,boxRateshowZero,dailyBoxOffice,movieName
1.81,61670,27,-1,1.31,False,19.1,跟踪孔令学
0.41,28237,1511,18,0.36,False,5.3,激战运钞车
0.31,214,9486,30,0.34,False,4.9,单身男女
0.12,45,2318,29,0.18,False,2.6,硬汉2：奉陪到底
0.09,69091,4,-9,0.14,False,2.1,乌鲁木齐的天空
0.02,789,42002,591,0.11,False,1.6,建国大业
0.10,68635,832,28,0.10,False,1.4,夜惊魂
0.19,65132,1385,22,0.08,False,1.2,隐婚男女
0.09,185,3137,29,0.08,False,1.2,赤焰战场
0.00,78303,306,2311,0.08,False,1.2,上学路上
34.51,195,8592,5,91.73,False,2207.2,关云长
10.18,192,10054,23,36.08,False,868.1,里约大冒险
16.44,51236,10595,12,34.20,False,822.8,倩女幽魂
11.31,411,724,2,14.82,False,356.5,B+侦探
8.64,52736,674,2,13.60,False,327.2,危情三日
5.11,40630,279,2,5.72,False,137.7,迷踪：第九鹰团
1.32,45336,4347,16,2.86,False,68.9,美少女特攻队
3.92,78619,117,-1706,2.75,False,66.2,恐龙当家
3.11,63817,101,731,2.66,False,64.1,劳拉的星星在中国
2.36,59305,7457,19,1.83,False,44.1,战国
2.00,61670,52,1,1.06,False,25.4,跟踪孔令学
0.29,214,9494,31,0.32,False,7.6,单身男女
0.29,28237,1517,19,0.26,False,6.3,激战运钞车
0.11,69091,7,-8,0.13,False,3.1,乌鲁木齐的天空
0.11,45,2320,30,0.09,False,2.2,硬汉2：奉陪到底
0.11,68635,834,29,0.07,False,1.7,夜惊魂
0.00,78303,8,2312,0.07,False,1.6,上学路上
0.17,65132,1387,23,0.06,False,1.5,隐婚男女
0.01,709,1996,296,0.06,False,1.5,长江7号爱地球
0.01,789,42003,592,0.04,False,1.0,建国大业
33.26,195,10484,6,40.42,False,1892.0,关云长
10.71,192,10920,24,18.50,False,865.9,里约大冒险
18.06,51236,11414,13,17.49,False,818.5,倩女幽魂
10.66,411,1072,3,7.43,False,347.6,B+侦探
8.52,52736,981,3,6.56,False,307.1,危情三日
4.81,40630,404,3,2.66,False,124.6,迷踪：第九鹰团
3.98,78619,185,-1705,1.46,False,68.2,恐龙当家
3.40,63817,166,732,1.38,False,64.7,劳拉的星星在中国
1.24,45336,4409,17,1.32,False,61.9,美少女特攻队
2.29,59305,7498,20,0.88,False,41.2,战国
1.88,61670,81,2,0.60,False,28.3,跟踪孔令学
0.29,214,9501,32,0.14,False,6.5,单身男女
0.30,28237,1522,20,0.10,False,4.7,激战运钞车
0.10,69091,10,-7,0.06,False,3.0,乌鲁木齐的天空
0.10,45,2323,31,0.06,False,2.8,硬汉2：奉陪到底
0.01,65232,8,199,0.04,False,1.7,我的少女时代
0.13,68635,836,30,0.03,False,1.6,夜惊魂
0.18,65132,1388,24,0.03,False,1.4,隐婚男女
0.01,789,39310,593,0.02,False,1.0,建国大业
0.10,61625,432,24,0.02,False,0.8,万有引力
32.98,195,11574,7,39.66,False,1089.8,关云长
20.64,51236,11920,14,18.42,False,506.1,倩女幽魂
10.18,192,11410,25,17.80,False,489.3,里约大冒险
10.86,411,1303,4,8.42,False,231.4,B+侦探
8.97,52736,1183,4,7.35,False,202.1,危情三日
4.95,40630,483,4,2.90,False,79.7,迷踪：第九鹰团
1.28,45336,4442,18,1.20,False,33.0,美少女特攻队
2.83,78619,218,-1704,1.19,False,32.8,恐龙当家
2.40,63817,193,733,1.00,False,27.5,劳拉的星星在中国
2.02,59305,7520,21,0.79,False,21.6,战国
1.82,61670,100,3,0.70,False,19.2,跟踪孔令学
0.28,214,9505,33,0.15,False,4.1,单身男女
0.27,28237,1524,21,0.10,False,2.7,激战运钞车
0.09,45,2324,32,0.05,False,1.2,硬汉2：奉陪到底
0.16,65132,1389,25,0.04,False,1.1,隐婚男女
0.04,65844,508,32,0.03,False,0.7,宅男总动员
0.01,407,11838,112,0.02,False,0.5,创：战纪
0.09,61625,433,25,0.02,False,0.5,万有引力
0.07,69091,10,-6,0.02,False,0.4,乌鲁木齐的天空
0.07,68635,836,31,0.01,False,0.4,夜惊魂
34.00,195,12231,8,39.77,False,657.1,关云长
21.49,51236,12232,15,18.89,False,312.1,倩女幽魂
8.88,192,11642,26,14.04,False,232.0,里约大冒险
11.59,411,1463,5,9.66,False,159.6,B+侦探
10.10,52736,1342,5,9.61,False,158.7,危情三日
5.63,40630,544,5,3.65,False,60.3,迷踪：第九鹰团
1.29,45336,4463,19,1.24,False,20.5,美少女特攻队
2.12,61670,116,4,0.99,False,16.4,跟踪孔令学
1.81,59305,7532,22,0.71,False,11.7,战国
1.03,78619,224,-1703,0.33,False,5.5,恐龙当家
0.99,63817,197,734,0.20,False,3.2,劳拉的星星在中国
0.23,214,9507,34,0.14,False,2.3,单身男女
0.19,124651,2,7404,0.12,False,1.9,大太阳
0.02,65232,11,201,0.11,False,1.8,我的少女时代
0.12,69091,12,-5,0.08,False,1.4,乌鲁木齐的天空
0.02,665,566,32,0.08,False,1.4,奋斗
0.26,28237,1526,22,0.08,False,1.3,激战运钞车
0.07,45,2325,33,0.05,False,0.8,硬汉2：奉陪到底
0.16,65132,1390,26,0.04,False,0.7,隐婚男女
0.01,105,13800,1231,0.02,False,0.4,集结号
33.44,195,12753,9,38.00,False,522.0,关云长
21.34,51236,12490,16,18.81,False,258.4,倩女幽魂
8.90,192,11834,27,14.03,False,192.7,里约大冒险
10.66,52736,1484,6,10.35,False,142.2,危情三日
11.81,411,1605,6,10.33,False,141.9,B+侦探
5.84,40630,598,6,3.93,False,54.0,迷踪：第九鹰团
1.29,45336,4480,20,1.30,False,17.9,美少女特攻队
2.12,61670,133,5,1.21,False,16.6,跟踪孔令学
1.68,59305,7541,23,0.70,False,9.7,战国
0.86,78619,228,-1702,0.32,False,4.4,恐龙当家
0.82,63817,199,735,0.18,False,2.5,劳拉的星星在中国
0.22,214,9509,35,0.13,False,1.9,单身男女
0.06,185,3138,34,0.10,False,1.3,赤焰战场
0.28,124651,4,7405,0.09,False,1.2,大太阳
0.10,69091,13,-4,0.09,False,1.2,乌鲁木齐的天空
0.28,28237,1527,23,0.08,False,1.1,激战运钞车
0.20,65132,1391,27,0.06,False,0.8,隐婚男女
0.01,46,0,-6,0.03,False,0.4,最爱
0.01,68636,12,33,0.03,False,0.4,甲天下
0.09,61625,435,27,0.02,False,0.3,万有引力
32.91,195,13252,10,35.28,False,499.3,关云长
21.39,51236,12756,17,18.79,False,266.0,倩女幽魂
9.07,192,12048,28,15.09,False,213.6,里约大冒险
10.81,52736,1649,7,11.68,False,165.3,危情三日
11.72,411,1746,7,9.99,False,141.4,B+侦探
5.83,40630,659,7,4.33,False,61.3,迷踪：第九鹰团
1.28,45336,4498,21,1.28,False,18.1,美少女特攻队
1.79,61670,148,6,1.02,False,14.5,跟踪孔令学
1.67,59305,7551,24,0.71,False,10.1,战国
1.06,124651,9,7406,0.40,False,5.7,大太阳
0.76,63817,203,736,0.26,False,3.7,劳拉的星星在中国
0.17,69091,16,-3,0.23,False,3.3,乌鲁木齐的天空
0.80,78619,231,-1701,0.23,False,3.2,恐龙当家
0.02,65232,14,203,0.14,False,2.0,我的少女时代
0.20,214,9511,36,0.13,False,1.8,单身男女
0.25,28237,1528,24,0.09,False,1.2,激战运钞车
0.20,65132,1391,28,0.06,False,0.8,隐婚男女
0.02,180,65001,288,0.04,False,0.6,唐山大地震
0.02,68636,13,34,0.04,False,0.6,甲天下
0.04,60263,1776,42,0.02,False,0.3,守望者：罪恶迷途
31.59,195,13937,11,31.76,False,684.9,关云长
10.25,192,12485,29,20.26,False,437.0,里约大冒险
19.64,51236,13121,18,16.89,False,364.4,倩女幽魂
10.54,52736,1898,8,11.51,False,248.3,危情三日
11.23,411,1936,8,8.82,False,190.3,B+侦探
5.65,40630,750,8,4.23,False,91.2,迷踪：第九鹰团
1.27,45336,4529,22,1.41,False,30.5,美少女特攻队
1.64,63817,224,737,0.98,False,21.1,劳拉的星星在中国
1.94,61670,168,7,0.93,False,20.1,跟踪孔令学
1.77,78619,247,-1700,0.75,False,16.1,恐龙当家
1.58,59305,7565,25,0.61,False,13.1,战国
1.96,124651,19,7407,0.45,False,9.7,大太阳
0.05,430,6,-2,0.26,False,5.6,雷神
0.23,65132,1395,29,0.18,False,3.8,隐婚男女
0.01,46,2,-4,0.08,False,1.8,最爱
0.17,214,9512,37,0.08,False,1.7,单身男女
0.24,28237,1530,25,0.07,False,1.6,激战运钞车
0.11,69091,18,-2,0.07,False,1.4,乌鲁木齐的天空
0.07,61625,435,29,0.02,False,0.4,万有引力
0.04,185,3138,36,0.01,False,0.3,赤焰战场
13.32,430,937,-1,29.73,False,931.5,雷神
27.06,195,14634,12,22.26,False,697.5,关云长
9.44,192,12950,30,14.86,False,465.5,里约大冒险
16.46,51236,13500,19,12.13,False,379.9,倩女幽魂
8.77,52736,2112,9,6.84,False,214.3,危情三日
9.66,411,2138,9,6.44,False,201.8,B+侦探
4.20,40630,822,9,2.29,False,71.6,迷踪：第九鹰团
2.67,78619,276,-1699,0.91,False,28.4,恐龙当家
1.04,45336,4557,23,0.89,False,27.7,美少女特攻队
2.28,63817,252,738,0.88,False,27.6,劳拉的星星在中国
0.04,46,20,-3,0.57,False,17.7,最爱
1.37,61670,181,8,0.44,False,13.7,跟踪孔令学
1.23,59305,7576,26,0.38,False,11.9,战国
1.60,124651,29,7408,0.32,False,9.9,大太阳
0.23,65132,1401,30,0.18,False,5.7,隐婚男女
0.19,214,9516,38,0.11,False,3.3,单身男女
0.21,69091,19,-1,0.05,False,1.5,乌鲁木齐的天空
0.22,28237,1531,26,0.05,False,1.5,激战运钞车
0.01,709,1997,303,0.05,False,1.5,长江7号爱地球
0.01,45,2325,37,0.02,False,0.6,硬汉2：奉陪到底
34.54,430,2349,1,59.03,False,1411.6,雷神
22.16,195,14994,13,15.05,False,359.9,关云长
14.18,51236,13695,20,8.15,False,194.9,倩女幽魂
6.18,192,13129,31,7.45,False,178.1,里约大冒险
6.28,52736,2192,10,3.35,False,80.2,危情三日
6.95,411,2216,10,3.25,False,77.7,B+侦探
2.39,40630,841,10,0.78,False,18.6,迷踪：第九鹰团
1.48,78619,288,-1698,0.51,False,12.1,恐龙当家
0.73,45336,4568,24,0.46,False,11.0,美少女特攻队
0.99,61670,190,9,0.38,False,9.0,跟踪孔令学
1.19,63817,260,739,0.36,False,8.6,劳拉的星星在中国
1.23,124651,36,7409,0.30,False,7.1,大太阳
0.95,59305,7582,27,0.25,False,5.9,战国
0.03,46,24,-2,0.18,False,4.3,最爱
0.00,217,19356,86,0.06,False,1.4,将爱情进行到底
0.35,69091,21,1,0.05,False,1.3,乌鲁木齐的天空
0.14,214,9517,39,0.05,False,1.2,单身男女
0.15,65132,1402,31,0.03,False,0.7,隐婚男女
0.09,28237,1531,27,0.02,False,0.5,激战运钞车
0.00,207,49,1410,0.02,False,0.4,宝葫芦的秘密
36.04,430,3266,2,55.20,False,917.5,雷神
12.00,46,291,-1,16.03,False,266.4,最爱
18.56,195,15172,14,10.68,False,177.4,关云长
11.65,51236,13795,21,5.97,False,99.3,倩女幽魂
4.45,192,13204,32,4.57,False,76.0,里约大冒险
5.16,52736,2236,11,2.66,False,44.2,危情三日
5.42,411,2254,11,2.29,False,38.0,B+侦探
1.57,40630,849,11,0.51,False,8.4,迷踪：第九鹰团
0.63,45336,4575,25,0.45,False,7.5,美少女特攻队
0.69,61670,196,10,0.36,False,6.0,跟踪孔令学
1.52,61287,6,-1,0.36,False,5.9,蔡李佛拳
0.63,124651,38,7410,0.14,False,2.3,大太阳
0.60,59305,7584,28,0.13,False,2.1,战国
0.35,78619,289,-1697,0.09,False,1.4,恐龙当家
0.22,69091,22,2,0.08,False,1.3,乌鲁木齐的天空
0.00,5000,1,6302,0.07,False,1.1,大富之家
0.28,63817,261,740,0.07,False,1.1,劳拉的星星在中国
0.11,214,9517,40,0.03,False,0.5,单身男女
0.09,28237,1532,28,0.03,False,0.5,激战运钞车
0.01,65232,15,207,0.03,False,0.4,我的少女时代
33.39,430,4146,3,78.53,False,879.9,雷神
27.77,46,858,1,50.63,False,567.3,最爱
13.61,195,15311,15,12.45,False,139.5,关云长
8.10,51236,13864,22,6.17,False,69.2,倩女幽魂
3.81,192,13271,33,5.97,False,66.8,里约大冒险
3.35,52736,2266,12,2.67,False,29.9,危情三日
3.00,411,2276,12,1.97,False,22.0,B+侦探
3.67,61287,22,1,1.43,False,16.1,蔡李佛拳
0.45,45336,4582,26,0.58,False,6.5,美少女特攻队
0.47,61670,201,11,0.42,False,4.8,跟踪孔令学
0.86,40630,854,12,0.42,False,4.8,迷踪：第九鹰团
0.05,364,3,-2,0.23,False,2.5,速度与激情5
0.26,78619,292,-1696,0.22,False,2.5,恐龙当家
0.34,124651,41,7411,0.20,False,2.2,大太阳
0.38,59305,7587,29,0.20,False,2.2,战国
0.21,69091,24,3,0.19,False,2.1,乌鲁木齐的天空
0.22,63817,262,741,0.05,False,0.6,劳拉的星星在中国
0.07,214,9518,41,0.04,False,0.5,单身男女
0.00,266,879,3610,0.03,False,0.4,速度与激情
0.00,105,13801,1238,0.03,False,0.4,集结号
29.69,430,4796,4,67.38,False,650.4,雷神
27.47,46,1339,2,49.78,False,480.6,最爱
12.87,364,479,-1,49.18,False,474.7,速度与激情5
10.75,195,15403,16,9.50,False,91.7,关云长
2.84,192,13320,34,5.04,False,48.6,里约大冒险
6.10,51236,13911,23,4.91,False,47.4,倩女幽魂
0.55,266,895,3611,1.70,False,16.4,速度与激情
2.16,52736,2282,13,1.67,False,16.1,危情三日
2.23,411,2290,13,1.48,False,14.3,B+侦探
2.95,61287,33,2,1.16,False,11.2,蔡李佛拳
0.38,45336,4588,27,0.64,False,6.2,美少女特攻队
0.36,61670,205,12,0.43,False,4.2,跟踪孔令学
0.31,124651,44,7412,0.33,False,3.2,大太阳
0.52,40630,856,13,0.22,False,2.2,迷踪：第九鹰团
0.33,59305,7588,30,0.18,False,1.7,战国
0.18,69091,25,4,0.15,False,1.5,乌鲁木齐的天空
0.02,44,2322,51,0.12,False,1.1,整编特工
0.17,78619,293,-1695,0.12,False,1.1,恐龙当家
0.02,1049,1453,677,0.12,False,1.1,寻找成龙
0.12,63817,263,742,0.11,False,1.1,劳拉的星星在中国
29.88,364,1667,1,45.72,False,1187.2,速度与激情5
22.29,430,5381,5,22.52,False,584.7,雷神
22.50,46,1775,3,16.81,False,436.4,最爱
3.21,53834,109,-1,4.19,False,108.7,宇宙英雄之超银河传说
4.80,59653,81,-1,3.14,False,81.4,不再让你孤单
6.07,195,15451,17,1.86,False,48.2,关云长
1.85,192,13365,35,1.74,False,45.2,里约大冒险
0.96,266,932,3612,1.32,False,34.3,速度与激情
3.45,51236,13934,24,0.88,False,22.8,倩女幽魂
0.86,52736,2289,14,0.27,False,6.9,危情三日
1.06,411,2296,14,0.23,False,5.9,B+侦探
0.20,69091,31,5,0.21,False,5.6,乌鲁木齐的天空
1.43,61287,38,3,0.19,False,4.9,蔡李佛拳
0.30,45336,4592,28,0.16,False,4.1,美少女特攻队
0.23,61670,208,13,0.12,False,3.1,跟踪孔令学
0.00,50415,89,715,0.10,False,2.7,杂技小精灵
0.15,78619,295,-1694,0.09,False,2.3,恐龙当家
0.25,59305,7590,31,0.08,False,2.0,战国
0.27,124651,45,7413,0.07,False,1.8,大太阳
0.24,40630,857,14,0.03,False,0.9,迷踪：第九鹰团
29.43,364,3366,2,42.18,False,1699.7,速度与激情5
18.66,430,6266,6,21.96,False,885.0,雷神
18.76,46,2335,4,13.90,False,560.1,最爱
10.27,53834,537,1,10.63,False,428.4,宇宙英雄之超银河传说
10.69,59653,292,1,5.23,False,210.6,不再让你孤单
1.82,192,13460,36,2.35,False,94.6,里约大冒险
3.95,195,15504,18,1.31,False,52.7,关云长
0.67,266,963,3613,0.76,False,30.7,速度与激情
2.12,51236,13959,25,0.61,False,24.4,倩女幽魂
0.19,61670,214,14,0.15,False,6.0,跟踪孔令学
0.49,52736,2295,15,0.14,False,5.8,危情三日
0.28,45336,4597,29,0.14,False,5.6,美少女特攻队
0.57,411,2301,15,0.12,False,4.9,B+侦探
0.75,61287,42,4,0.10,False,3.9,蔡李佛拳
0.25,78619,299,-1693,0.09,False,3.5,恐龙当家
0.12,69091,33,6,0.05,False,2.2,乌鲁木齐的天空
0.22,63817,265,744,0.05,False,2.0,劳拉的星星在中国
0.20,59305,7592,32,0.05,False,2.0,战国
0.42,78580,1,1,0.03,False,1.3,百年情书
0.13,124651,47,7414,0.03,False,1.1,大太阳
29.16,364,5403,3,42.27,False,2037.0,速度与激情5
17.16,430,7299,7,21.44,False,1033.3,雷神
17.52,46,2977,5,13.32,False,642.1,最爱
14.49,53834,1123,2,12.15,False,585.6,宇宙英雄之超银河传说
9.91,59653,528,2,4.88,False,235.4,不再让你孤单
2.22,192,13582,37,2.53,False,121.8,里约大冒险
3.59,195,15559,19,1.14,False,55.1,关云长
0.58,266,995,3614,0.66,False,32.0,速度与激情
2.05,51236,13986,26,0.57,False,27.4,倩女幽魂
0.28,45336,4607,30,0.19,False,9.3,美少女特攻队
0.51,411,2307,16,0.12,False,5.9,B+侦探
0.44,52736,2301,16,0.12,False,5.8,危情三日
0.65,61287,47,5,0.10,False,4.6,蔡李佛拳
0.32,78619,303,-1692,0.09,False,4.1,恐龙当家
0.16,61670,217,15,0.06,False,2.9,跟踪孔令学
0.21,59305,7595,33,0.06,False,2.8,战国
0.27,63817,267,745,0.05,False,2.4,劳拉的星星在中国
0.38,78580,4,2,0.04,False,1.9,百年情书
0.01,709,1999,310,0.03,False,1.5,长江7号爱地球
0.09,69091,34,7,0.02,False,1.0,乌鲁木齐的天空
30.81,364,6837,4,46.04,False,1433.6,速度与激情5
17.88,430,7932,8,20.32,False,632.7,雷神
18.21,46,3394,6,13.38,False,416.8,最爱
11.94,53834,1404,3,9.04,False,281.5,宇宙英雄之超银河传说
10.40,59653,701,3,5.57,False,173.4,不再让你孤单
1.99,192,13646,38,2.08,False,64.7,里约大冒险
3.36,195,15595,20,1.15,False,35.8,关云长
0.63,266,1019,3615,0.78,False,24.2,速度与激情
1.77,51236,14001,27,0.49,False,15.2,倩女幽魂
0.26,45336,4612,31,0.17,False,5.2,美少女特攻队
0.46,411,2311,17,0.12,False,3.7,B+侦探
0.62,61287,50,6,0.11,False,3.6,蔡李佛拳
0.43,52736,2304,17,0.11,False,3.3,危情三日
0.26,78619,306,-1691,0.09,False,2.9,恐龙当家
0.18,61670,219,16,0.07,False,2.3,跟踪孔令学
0.01,65232,17,213,0.07,False,2.0,我的少女时代
0.21,59305,7597,34,0.06,False,2.0,战国
0.42,78580,5,3,0.05,False,1.5,百年情书
0.01,709,2001,311,0.05,False,1.5,长江7号爱地球
0.18,63817,269,746,0.04,False,1.3,劳拉的星星在中国
33.58,364,7892,5,52.35,False,1055.0,速度与激情5
18.81,430,8331,9,19.79,False,398.8,雷神
19.59,46,3672,7,13.82,False,278.6,最爱
11.69,59653,832,4,6.49,False,130.8,不再让你孤单
6.29,53834,1460,4,2.75,False,55.4,宇宙英雄之超银河传说
1.51,192,13671,39,1.23,False,24.8,里约大冒险
0.75,266,1039,3616,1.00,False,20.1,速度与激情
3.18,195,15613,21,0.93,False,18.7,关云长
1.87,51236,14012,28,0.53,False,10.6,倩女幽魂
0.24,45336,4616,32,0.21,False,4.2,美少女特攻队
0.20,61670,222,17,0.13,False,2.6,跟踪孔令学
0.41,52736,2307,18,0.12,False,2.5,危情三日
0.46,411,2313,18,0.12,False,2.4,B+侦探
0.60,61287,52,7,0.10,False,2.0,蔡李佛拳
0.12,124651,48,7417,0.07,False,1.4,大太阳
0.00,65232,19,214,0.06,False,1.2,我的少女时代
0.07,78619,307,-1690,0.05,False,0.9,恐龙当家
0.09,69091,35,9,0.05,False,0.9,乌鲁木齐的天空
0.38,78580,6,4,0.04,False,0.9,百年情书
0.17,59305,7598,35,0.03,False,0.7,战国
33.97,364,8958,6,52.31,False,1066.5,速度与激情5
18.76,430,8738,10,19.98,False,407.3,雷神
19.67,46,3953,8,13.75,False,280.3,最爱
11.87,59653,971,5,6.85,False,139.6,不再让你孤单
5.90,53834,1510,5,2.48,False,50.6,宇宙英雄之超银河传说
1.53,192,13696,40,1.21,False,24.7,里约大冒险
3.04,195,15634,22,1.00,False,20.3,关云长
0.70,266,1057,3617,0.86,False,17.6,速度与激情
1.67,51236,14022,29,0.48,False,9.8,倩女幽魂
0.46,52736,2310,19,0.17,False,3.4,危情三日
0.25,45336,4619,33,0.14,False,2.9,美少女特攻队
0.19,61670,225,18,0.14,False,2.9,跟踪孔令学
0.70,61287,55,8,0.12,False,2.5,蔡李佛拳
0.44,411,2315,19,0.11,False,2.3,B+侦探
0.11,69091,37,10,0.09,False,1.8,乌鲁木齐的天空
0.41,78580,7,5,0.05,False,1.1,百年情书
0.18,59305,7599,36,0.04,False,0.9,战国
0.06,78619,307,-1689,0.03,False,0.7,恐龙当家
0.09,124651,48,7418,0.02,False,0.5,大太阳
0.01,789,39311,609,0.02,False,0.4,建国大业
34.58,364,9879,7,52.47,False,920.4,速度与激情5
18.73,430,9068,11,18.82,False,330.2,雷神
19.59,46,4184,9,13.16,False,230.9,最爱
11.99,59653,1097,6,7.16,False,125.5,不再让你孤单
5.58,53834,1546,6,2.04,False,35.8,宇宙英雄之超银河传说
1.53,192,13718,41,1.24,False,21.8,里约大冒险
0.80,266,1077,3618,1.16,False,20.4,速度与激情
0.10,451,18,-2,1.03,False,18.1,加勒比海盗4：惊涛怪浪
2.73,195,15651,23,0.98,False,17.1,关云长
1.73,51236,14030,30,0.47,False,8.3,倩女幽魂
0.24,61670,230,19,0.31,False,5.4,跟踪孔令学
0.50,52736,2313,20,0.17,False,3.0,危情三日
0.52,411,2318,20,0.14,False,2.4,B+侦探
0.23,45336,4621,34,0.13,False,2.2,美少女特攻队
0.01,65232,22,216,0.10,False,1.8,我的少女时代
0.58,61287,57,9,0.10,False,1.8,蔡李佛拳
0.11,69091,39,11,0.08,False,1.3,乌鲁木齐的天空
0.03,63817,270,749,0.07,False,1.2,劳拉的星星在中国
0.07,78619,309,-1688,0.06,False,1.1,恐龙当家
0.36,78580,8,6,0.05,False,0.9,百年情书
21.61,451,2068,-1,59.51,False,2050.2,加勒比海盗4：惊涛怪浪
28.43,364,10667,8,22.88,False,788.2,速度与激情5
12.26,430,9267,12,5.75,False,198.1,雷神
16.36,46,4378,10,5.65,False,194.7,最爱
9.64,59653,1200,7,2.99,False,103.1,不再让你孤单
4.75,53834,1591,7,1.30,False,44.7,宇宙英雄之超银河传说
1.99,195,15663,24,0.36,False,12.3,关云长
0.83,192,13728,42,0.30,False,10.2,里约大冒险
0.51,266,1087,3619,0.30,False,10.2,速度与激情
1.36,51236,14038,31,0.23,False,7.8,倩女幽魂
0.15,69091,43,12,0.11,False,3.7,乌鲁木齐的天空
0.18,61670,233,20,0.09,False,3.1,跟踪孔令学
0.36,52736,2316,21,0.08,False,2.9,危情三日
0.15,45336,4623,35,0.05,False,1.9,美少女特攻队
0.42,411,2320,21,0.05,False,1.9,B+侦探
0.54,69451,2,1,0.05,False,1.7,大震撼
0.01,1049,1457,685,0.05,False,1.6,寻找成龙
0.45,61287,58,10,0.04,False,1.3,蔡李佛拳
0.00,65232,23,217,0.03,False,1.0,我的少女时代
0.00,438,21,899,0.03,False,0.9,霓虹灯下新哨兵
46.56,451,6726,1,75.61,False,4657.5,加勒比海盗4：惊涛怪浪
19.22,364,11543,9,14.23,False,876.3,速度与激情5
11.85,46,4577,11,3.23,False,198.7,最爱
7.12,53834,1763,8,2.80,False,172.3,宇宙英雄之超银河传说
6.42,59653,1289,8,1.45,False,89.1,不再让你孤单
3.65,430,9345,13,1.28,False,78.9,雷神
0.47,192,13749,43,0.35,False,21.5,里约大冒险
0.44,266,1106,3620,0.30,False,18.6,速度与激情
1.50,195,15674,25,0.17,False,10.4,关云长
1.02,51236,14046,32,0.13,False,7.8,倩女幽魂
0.03,450,5,987,0.08,False,4.6,篮球小皇帝
0.17,61670,238,21,0.07,False,4.6,跟踪孔令学
